Field ID,Acreage,State,County,2024 Winter Crop,2024 Cash Crop,2024 Tillage,2023 Winter Crop,2023 Cash Crop,2023 Tillage,2022 Winter Crop,2022 Cash Crop,2022 Tillage,2021 Winter Crop,2021 Cash Crop,2021 Tillage,2020 Winter Crop,2020 Cash Crop,2020 Tillage,2019 Winter Crop,2019 Cash Crop,2019 Tillage,2018 Winter Crop,2018 Cash Crop,2018 Tillage,2017 Winter Crop,2017 Cash Crop,2017 Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz79,48.0076638,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz80,54.3678062,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz81,47.3055957,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz82,36.0425932,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz83,116.1843677,MI,Genesee,No,Winterwheat,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz86,13.9571834,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz84,81.3395384,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,No Till,No,Corn,No Till,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz85,105.0796054,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,No Till,No,Corn,No Till,No,Soybeans,No Till,No,Nomajority,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz87,9.854282,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz88,9.2612,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Fallow,Conventional Tillage,No,Soybeans,No Till,Yes,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz89,5.4929937,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,No Till,Yes,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz90,74.9511668,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,No Till,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz91,91.8834861,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz92,23.3298846,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz93,44.6101058,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz94,31.725061,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz95,78.2612111,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz96,70.9320147,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz97,93.2999659,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Corn,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz98,51.5787617,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz99,106.0228984,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz100,53.9728166,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz101,9.2142854,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz102,16.7598493,MI,Lapeer,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz103,28.2128193,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz104,55.2850271,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Winterwheat,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz105,68.248578,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Nomajority,Conservation Tillage,Yes,Alfalfa,No Till,Yes,Alfalfa,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,Yes,Nomajority,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz106,23.8840252,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz107,86.2888995,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz108,8.2306628,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,No Till,No,Fallow,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz109,76.6576432,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,No Till,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz110,27.9274595,MI,Genesee,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Fallow,Conservation Tillage,No,Soybeans,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz111,66.5906017,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz112,14.724243,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz113,78.1015218,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz114,39.765689,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Pasture,No Till,Yes,Pasture,Conservation Tillage,No,Nomajority,Conservation Tillage,Yes,Pasture,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz116,155.2444409,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz115,32.20743,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz117,15.5476653,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz118,8.1994553,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz119,69.6145127,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz120,71.4250006,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz121,9.1813957,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz122,53.9750018,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz123,30.1473739,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,Yes,Soybeans,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,Yes,Alfalfa,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz124,17.2542546,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conventional Tillage,No,Alfalfa,No Till,Yes,Alfalfa,Conservation Tillage,Yes,Alfalfa,Conservation Tillage,,Alfalfa,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz125,131.6727572,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz126,134.4807243,MI,Genesee,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Corn,Conservation Tillage,No,Fallow,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz127,177.521425,MI,Lapeer,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz128,102.1821533,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz129,85.8541783,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,No Till,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz130,42.4771619,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,No Till,No,Corn,Conventional Tillage,No,Corn,No Till,No,Pasture,No Till,Yes,Pasture,Conservation Tillage,Yes,Herbaceouswetlands,Conservation Tillage,,Pasture,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz131,37.722376,MI,Genesee,No,Winterwheat,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz132,26.7569191,MI,Genesee,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz134,12.0257303,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conventional Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz139,57.3987134,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Fallow,Conventional Tillage,No,Winterwheat,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz140,34.2176514,MI,Tuscola,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Corn,Conservation Tillage,No,Fallow,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz141,26.4060223,MI,Genesee,No,Winterwheat,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Winterwheat,Conventional Tillage,Yes,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,Yes,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz142,54.1041666,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conservation Tillage,Yes,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz143,58.924719,MI,Lapeer,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage,No,Corn,Conservation Tillage,No,Soybeans,Conventional Tillage,,Corn,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz144,50.4021755,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,Yes,Soybeans,No Till,No,Fallow,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240325200234315_Ge5H4tMiQ1oz,144.6618502,OH,Williams,No,Corn,No Till,No,Soybeans,No Till,No,Soybeans,Conservation Tillage,No,Corn,No Till,No,Winterwheat,No Till,No,Fallow,Conventional Tillage,No,Soybeans,Conservation Tillage,,Soybeans,Conservation Tillage
mppf.sp.a_andersons.20240325200435676_DuaZ0S2-tVsz,9.545863,OH,Williams,No,Alfalfa,Conservation Tillage,No,Alfalfa,Conservation Tillage,No,Alfalfa,Conservation Tillage,No,Pasture,Conservation Tillage,No,Alfalfa,Conservation Tillage,Yes,Winterwheat,Conservation Tillage,Yes,Pasture,Conservation Tillage,,Pasture,Conservation Tillage
mppf.sp.a_andersons.u20240229172110883_7xL6M1r0oyAz145,33.3360942,MI,Genesee,No,Soybeans,Conventional Tillage,No,Corn,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Corn,No Till,No,Fallow,Conventional Tillage,No,Soybeans,Conventional Tillage,No,Soybeans,Conservation Tillage
